code_esp,nom_latin,type,cat_group_size,groupe,Famille,List_sp,liste_especes_potentielles,potential_sp,group_pelgas,nom_commun,nom_anglais,nom_espagnol,phylum_public,classe_public,ordre_public,famille_public,taxon_fr,family_eng,group_eng,id_public,LB_NOM_taxref,NOM_VERN_taxref,NOM_VERN_ENG_taxref,CD_NOM_taxref,APHIA_ID_taxref,REGNE_taxref,PHYLUM_taxref,CLASSE_taxref,ORDRE_taxref,FAMILLE_taxref,R_Caraibes,R_Ocean_Indien,R_Polynesie,R_Sud_Pacifique,R_France_metropole,ASI,CODE_SCANS3,CODE_Bat,CODE_Samm,CODE_OI,CODE_PF,Group_old,kind_ident,nb_bases_remmoa,ex_code_et_corrections
"OCESPP","Hydrobates / Oceanites / Oceanodroma / Fregetta / Nesofregetta","Seabird","Storm-petrel","Oceanite","Hydrobatidae","Oceanite ind.","Oceanite tempete / de Wilson / culblanc / a  ventre blanc / a  ventre noir / a  gorge blanche","Hydrobates pelagicus / Oceanites oceanicus / Oceanodroma leucorhoa / Fregetta grallaria / F. tropica / Nesofregetta fuliginosa","surface","Oceanite ind.","Storm-petrel sp","Paino spp","Chordata","Aves","Ciconiiformes","Hydrobatidae","Oiseau marin","Hydrobatidae","Storm-petrel",3.5000000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","Samm, bat, atlancet","x",,"HYDSPP",,"OCESPP","OCESPP","Oceanite","Oceanite",2.0000000000000000e+01,"OISSPP / ayant oceanite en commentaires / antilles ou HYDSPP / bat"
"ODOFER","Odontaspis ferox","Other Marine Wildlife",,"Requin","Elasmobranche","Requin feroce",,,,"Requin feroce","Smalltooth sand tiger","Tiburon feroce","Chordata","Elasmobranchii","Lamniformes","Odontaspididae","Autre faune marine","Elasmobranch","Shark",5.2600000000000000e+02,"Odontaspis ferox","Requin feroce","Smalltooth sand tiger",6.6391000000000000e+04,"105844","Animalia","Chordata","Elasmobranchii","Lamniformes","Odontaspididae",,,,,"bat","x",,,,"0",,"Fish","Fish",,
"OENHIS","Oenanthe hispanica","Land Bird",,"Passereau","Autre oiseau","Traquet oreillard",,,,"Traquet oreillard","Black-eared Wheatear","Collalba rubia","Chordata","Aves","Passeriformes","Saxicolidae","Oiseau terrestre","Other bird","Passerine",5.2900000000000000e+02,"Oenanthe hispanica"," Traquet oreillard","Black-eared Wheatear",4.0740000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Saxicolidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"OENOEN","Oenanthe oenanthe","Land Bird",,"Passereau","Autre oiseau","Traquet motteux",,,,"Traquet motteux","Northern Wheatear","Collalba gris","Chordata","Aves","Passeriformes","Saxicolidae","Oiseau terrestre","Other bird","Passerine",5.3000000000000000e+02,"Oenanthe oenanthe"," Traquet motteux","Northern Wheatear",4.0640000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Saxicolidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"OIL","Oil slick","Human activity",,"Dechet","Trash","Dechet hydrocarbure",,,,"Dechet hydrocarbure (nappe)","Oil slick","Contaminacion hidrocarburo","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,,,,"Bat, atlancet","x","OIL",,,"0",,"Trash","Trash",,"DECOIL / bat"
"ORCORC","Orcinus orca","Marine mammal","Medium cetacean","Grand globicephaline","Globicephalinae","Orque",,,,"Orque","Killer whale","Orca","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Globicephalinae","Large globicephaline",5.3700000000000000e+02,"Orcinus orca","Orque, Epaulard","Killer whale",6.0905000000000000e+04,"137102","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Ant","M","R","R","Samm, bat","x","OORC",,,"0",,"Grand globicephaline","Grand globicephaline",2.0000000000000000e+01,
"ORIORI","Oriolus oriolus","Land Bird",,"passereau","Sturnidae","Loriot d'Europe",,,,"Loriot d'Europe","Eurasian Golden Oriole","Oropendola europea","Chordata","Aves","Passeriformes","Sturnidae","Oiseau terrestre","Other bird","Passerine",,"Oriolus oriolus",,,,,,,,,,,,,,,,,,,,,,,,
"OTHER","Other sighting","Other",,"Other","Other","Autre observation",,,,"Autre observation","Other sighting",,"X",,,,"Autre","Other","Other",,,,,,,,,,,,"Guy, Ant","R",,"R","Samm, bat, sercel","x",,,,"OTHER",,"Other","Other",,"AUTRE / Samm"
"PANHAL","Pandion haliaetus","Land Bird",,"Rapace","Autre oiseau","Balbuzard pecheur",,,,"Balbuzard pecheur","Osprey","Aguila pescadora","Chordata","Aves","Falconiformes","Pandionidae","Oiseau terrestre","Other bird","Bird of prey",5.5900000000000000e+02,"Pandion haliaetus"," Balbuzard pecheur","Osprey",2.6600000000000000e+03,,"Animalia","Chordata","Aves","Falconiformes","Pandionidae",,,,,"bat","x",,,,"0",,"rapace","rapace",,
"PARMAJ","Parus major","Land Bird",,"Passereau","Autre oiseau","Mesange charbonniere",,,,"Mesange charbonniere","Great Tit","Carbonero comun","Chordata","Aves","Passeriformes","Paridae","Oiseau terrestre","Other bird","Passerine",,"Parus major","Mesange charbonniere","Great Tit",3.7640000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Paridae",,,,,"bat",,,,,,,,,,
"PASDOM","Passer domesticus","Land Bird",,"Passereau","Autre oiseau","Moineau domestique",,,,"Moineau domestique","House Sparrow","Gorrion comun","Chordata","Aves","Passeriformes","Passeridae","Oiseau terrestre","Other bird","Passerine",,"Passer domesticus","Moineau domestique","House Sparrow",4.5250000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Passeridae",,,,,"bat",,,,,,,,,,
"PASSBO","Boat using for Passive fishing gear","Human activity",,"Peche","Ship","Bateau art dormant (fileyeur, caseyeur)",,,,"Bateau art dormant (fileyeur, caseyeur)","Boat using for Passive fishing gear",,"X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,,,,"Samm","x",,,,"0",,"Ship","Ship",,"BATDOR / Samm"
"PASSER","Passeriformes","Land Bird",,"Passereau","Autre oiseau","Passereau ind.",,,,"Passereau ind.","Passerine bird","Paseriforme spp","Chordata","Aves","Passeriformes",,"Oiseau terrestre","Other bird","Passerine",5.6100000000000000e+02,,,,,,,,,,,,,,,"Samm, bat","x",,,,"0",,"passereau","passereau",,
"PATRAB","Pair trawler","Human activity",,"Peche","Ship","Bateau chalutboeuf",,,,"Bateau chalutboeuf","Pair trawler","Barco baca arrastre","X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,,,,"Bat","x","FIBO",,,"0",,"Ship","Ship",,"BATCHB / bat ou BATCHE / bat"
"PELOCC","Pelecanus occidentalis","Seabird",,"Pelican","Pelecanidae","Pelican brun",,,"plongeur","Pelican brun","Brown Pelican",,"Chordata","Aves","Ciconiiformes","Pelecanidae","Oiseau marin","Pelecanidae","Pelican",5.7300000000000000e+02,"Pelecanus occidentalis",,,4.4218900000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Pelecanidae","Ant",,,,,,,,,"0",,,,1.0000000000000000e+00,"PELICA / Antilles"
"PELSPP","Pelecanus spp","Seabird",,"Pelican","Pelecanidae","Pelican ind.",,,,"Pelican ind.","Pelican unidentif.",,,,,,"Oiseau marin","Pelecanidae","Pelican",,,,,,,,,,,,,,,,,"x",,,,,,,"Pelecanidae",,
"PEPELE","Peponocephala electra","Marine mammal","Small cetacean","Petit globicephaline","Globicephalinae","Peponocephale",,,,"Peponocephale","Melon-headed whale",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Globicephalinae","Small globicephaline",5.7500000000000000e+02,"Peponocephala electra","Peponocephale, Dauphin d'Electre","Melon-headed Whale, tuyiin",6.0908000000000000e+04,"137103","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,"R, epa","R","R",,"x",,,,"PEPELE",,"Petit globicephaline","Petit globicephaline",2.0000000000000000e+01,
"PEPFER","Peponocephala / Feresa","Marine mammal","Small cetacean","Petit globicephaline","Globicephalinae","Peponocephale / orque pygmee","Peponocephale / orque pygmee","Peponocephala electra / Feresa attenuata",,"Peponocephale / orque pygmee","Melon-headed / Pygmy killer whale",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Globicephalinae","Small globicephaline",2.7700000000000000e+02,,,,,,,,,,,"Guy","R","R","R",,"x",,,,"PEPORQ","PEPORQ","Petit globicephaline","Petit globicephaline",2.0000000000000000e+01,"PEPORQ / REMMOA"
"PERAPI","Pernis apivorus","Land Bird",,"Rapace","Autre oiseau","Bondree apivore",,,,"Bondree apivore","European Honey-buzzard","Abejero europeo","Chordata","Aves","Falconiformes","Accipitridae","Oiseau terrestre","Other bird","Bird of prey",5.7900000000000000e+02,"Pernis apivorus"," Bondree apivore","European Honey-buzzard",2.8320000000000000e+03,,"Animalia","Chordata","Aves","Falconiformes","Accipitridae",,,,,"bat","x",,,,"0",,"rapace","rapace",,
"PETSPP","Petrel spp","Seabird",,"Petrel ind.","Procellariidae","Petrel ind.",,,,"Petrel ind.","Petrel sp",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Petrel indeterm",6.7800000000000000e+02,,,,,,,,,,,,"Pterodroma barauii / pterodroma arminjoniana / Pseudobulweria aterrima",,"Fut",,"x",,,,"0",,,,1.9000000000000000e+01,
"PHAAET","Phaethon aethereus","Seabird",,"Phaeton","Phaethontidae","Paille-en-queue a bec rouge",,,"surface","Phaeton a bec rouge","Red-billed Tropicbird",,"Chordata","Aves","Pelecaniformes","Phaethontidae","Oiseau marin","Phaethontidae","Tropicbird",,"Phaethon aethereus"," Phaeton a bec rouge","Red-billed Tropicbird",1.9931900000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Phaethontidae","Ant",,,,,,,,,"0",,"Phaeton","Phaeton",1.0000000000000000e+00,"* PAILLE / ayant """"paille en queue"""" en commentaire / antilles"
"PHAARI","Phalacrocorax aristotelis","Seabird",,"Cormoran","Phalacrocoracidae","Cormoran huppe",,,"plongeur","Cormoran huppe","European shag","Cormoran monudo","Chordata","Aves","Ciconiiformes","Phalacrocoracidae","Oiseau marin","Phalacrocoracidae","Cormorant",5.9100000000000000e+02,"Phalacrocorax aristotelis","Cormoran huppe",,2.4470000000000000e+03,"137178","Animalia","Chordata","Aves","Ciconiiformes","Phalacrocoracidae",,,,,"Samm, bat","x",,,,"0",,"Cormoran","Cormoran",,
"PHACAR","Phalacrocorax carbo","Seabird",,"Cormoran","Phalacrocoracidae","Grand cormoran",,,"plongeur","Grand cormoran","Great cormorant","Cormoran grande","Chordata","Aves","Ciconiiformes","Phalacrocoracidae","Oiseau marin","Phalacrocoracidae","Cormorant",5.9500000000000000e+02,"Phalacrocorax carbo","Grand Cormoran",,2.4400000000000000e+03,"137179","Animalia","Chordata","Aves","Ciconiiformes","Phalacrocoracidae",,,,,"Samm, bat, belgica","x",,,,"0",,"Cormoran","Cormoran",,
"PHAFUL","Phalaropus fulicarius","Seabird",,"Limicole","Charadriidae","Phalarope a bec large",,,"surface","Phalarope a bec large","Grey Phalarope","Falaropo picogrueso","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau marin","Shorebird","Charadriidae",5.9900000000000000e+02,"Phalaropus fulicarius","Phalarope a bec large","Grey Phalarope",3.2500000000000000e+03,"137168","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"PHALEP","Phaethon lepturus","Seabird",,"Phaeton","Phaethontidae","Paille-en-queue a bec jaune",,,"surface","Phaeton a bec jaune","White-tailed Tropicbird",,"Chordata","Aves","Pelecaniformes","Phaethontidae","Oiseau marin","Phaethontidae","Tropicbird",5.8000000000000000e+02,"Phaethon lepturus"," Phaeton a bec jaune ",,4.1870500000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Phaethontidae",,"R, epa","R","R, fut",,,,,,"PHALEP","PHALEP","Phaeton","Phaeton",1.9000000000000000e+01,
"PHAPYG","Phalacrocorax pygmeus","Seabird",,"Cormoran","Phalacrocoracidae","Cormoran pygmee",,,,"Cormoran pygmee","Pygmy cormorant",,,,,,"Oiseau marin","Phalacrocoracidae","Cormorant",,,,,,,,,,,,,,,,,"x",,,,,,,,,
"PHARUB","Phaethon rubricauda","Seabird",,"Phaeton","Phaethontidae","Paille-en-queue a brins rouges",,,"surface","Phaeton a brins rouges","Red-tailed Tropicbird",,"Chordata","Aves","Pelecaniformes","Phaethontidae","Oiseau marin","Phaethontidae","Tropicbird",5.8200000000000000e+02,"Phaethon rubricauda",,,4.3268500000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Phaethontidae",,"R, epa","R","R",,,,,,"PHARUB","PHARUB","Phaeton","Phaeton",1.9000000000000000e+01,
"PHASPP","Phaethon spp","Seabird",,"Phaeton","Phaethontidae","Paille-en-queue sp.","Phaeton a  bec rouge / a  bec jaune / a  brins rouges","Phaethon aethereus / P. lepturus / P. rubricauda","surface","Phaeton ind.","Tropicbird sp.",,"Chordata","Aves","Pelecaniformes","Phaethontidae","Oiseau marin","Phaethontidae","Tropicbird",5.8400000000000000e+02,,,,,,,,,,,"Ant","R","R","R",,,,,,"PHASPP","PHASPP","Phaeton","Phaeton",2.0000000000000000e+01,"* PAILLE / n'ayant pas de """"paille en queue"""" en commentaire / antilles"
"PHIPUG","Philomachus pugnax","Land Bird",,"Limicole","Scolopacidae","Combattant varie",,,,"Combattant varie","Ruff","Combatiente","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Shorebird","Scolopacidae",6.0100000000000000e+02,"Philomachus pugnax","Chevalier combattant, Combattant varie","Ruff",2.5340000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0","0","Limicole","Limicole",,
"PHOCID","Phocidae sp","Marine mammal",,"Phoque","Phocidae","Phoque ind.",,,,"Phoque ind.","Seal und.","foca spp","Chordata","Mammalia","Carnivora","Phocidae","Mammifere marin","Phocidae","Seal",,,,,,,,,,,,,,,,"Samm, bat","x",,"PHOQSP","PHOSPP","0","0","Phoque","Phoque",,"PHOQSP / bat ou PHOSPP / Samm"
"PHOENI","Phoenicurus phoenicurus","Land Bird",,"Passereau","Autre oiseau","Rouge queue a front blanc",,,,"Rouge queue a front blanc","Common Redstart","Colirrojo real","Chordata","Aves","Passeriformes","Saxicolidae","Oiseau terrestre","Other bird","Passerine",6.3200000000000000e+02,"Phoenicurus phoenicurus"," Rougequeue a front blanc","Common Redstart",4.0400000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Saxicolidae",,,,,"bat",,,,,"0","0","passereau","passereau",,
"PHOOCH","Phoenicurus ochruros","Land Bird",,"Passereau","Autre oiseau","Rouge queue noir",,,,"Rouge queue noir","Black Redstart","Colirojo tizon","Chordata","Aves","Passeriformes","Saxicolidae","Oiseau terrestre","Other bird","Passerine",6.3300000000000000e+02,"Phoenicurus ochruros"," Rougequeue noir","Black Redstart",4.0350000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Saxicolidae",,,,,"bat",,,,,"0","0","passereau","passereau",,
"PHOPHO","Phocoena phocoena","Marine mammal","Small cetacean","Phocoenidae","Phocoenidae","Marsouin commun",,,,"Marsouin commun","Harbour porpoise","Marsopa comun","Chordata","Mammalia","Cetartiodactyla","Phocoenidae","Mammifere marin","Phocoenidae","Phocoenidae",6.1500000000000000e+02,"Phocoena phocoena","Marsouin commun","Harbour Porpoise",6.0939000000000000e+04,"137117","Animalia","Chordata","Mammalia","Cetacea","Phocoenidae",,,,,"Samm, bat, fremm, belgica, romer, atlancet","x","PPHO",,,"0","0","Marsouin","Marsouin",,
"PHOROS","Phoenicopterus roseus","Land Bird",,"Echassier","Phoenicopteridae","Flamant rose",,,,"Flamant rose","Greater flamingo",,,,,,"Oiseau terrestre","Phoenicopteridae","Shorebird unidentif.",,,,,,,,,,,,,,,,,"x",,,,,,,"Echassier",,
"PHOVIT","Phoca vitulina","Marine mammal",,"Phoque","Phocidae","Phoque veau-marin",,,,"Phoque veau-marin","Harbor seal (Common seal)","foca comun","Chordata","Mammalia","Carnivora","Phocidae","Mammifere marin","Phocidae","Seal",6.0600000000000000e+02,"Phoca vitulina","Phoque veau marin","Common Seal",6.0811000000000000e+04,"137084","Animalia","Chordata","Mammalia","Carnivora","Phocidae",,,,,"Samm, bat",,"PVIT",,,"0","0","Phoque","Phoque",,"PHOVIL / Samm"
"PHYCOL","Phylloscopus collybita","Land Bird",,"Passereau","Autre oiseau","Pouillot veloce",,,,"Pouillot veloce","Common Chiffchaff","Mosquitero comun","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",6.3400000000000000e+02,"Phylloscopus collybita"," Pouillot veloce","Common Chiffchaff",4.2800000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"PHYINO","Phyloscopus inornatus","Land Bird",,"Passereau","Autre oiseau","Pouillot a grands sourcils",,,,"Pouillot a grands sourcils","Yellow-browed Warbler","Mosquitero bilistado","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",6.3800000000000000e+02,"Phylloscopus inornatus"," Pouillot a grands sourcils","Yellow-browed Warbler",4.2970000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"PHYMAC","Physeter macrocephalus","Marine mammal","Large cetacean","Physeteridae","Cachalot","Cachalot",,,,"Cachalot macrocephale","Sperm whale","Cachalote","Chordata","Mammalia","Cetartiodactyla","Physeteridae","Mammifere marin","Cachalot","Physeteridae",6.4000000000000000e+02,"Physeter macrocephalus","Cachalot macrocephale","Sperm Whale",6.0949000000000000e+04,"137119","Animalia","Chordata","Mammalia","Cetacea","Physeteridae","Guy, Ant","R, epa","R","R","Samm, bat, fremm, sercel, belgica, atlancet","x","PMAC",,,"PHYMAC","PHYMAC","Cachalot","Cachalot",2.0000000000000000e+01,
"PHYPRO","Phylloscopus proregulus","Land Bird",,"Passereau","Autre oiseau","Pouillot de Pallas",,,,"Pouillot de Pallas","Pallas's Warbler","Mosquitero de Pallas","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",6.3500000000000000e+02,"Phylloscopus proregulus"," Pouillot de Pallas","Pallas's Leaf Warbler",4.2670000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"PHYSPP","Phylloscopus spp","Land Bird",,"Passereau","Autre oiseau","Pouillot ind.",,,,"Pouillot ind.","Chiffchaff unidentif.","Mosquitero spp","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",6.3600000000000000e+02,,,,,,,,,,,,,,,"bat",,,,,"0",,"passereau","passereau",,
"PHYTRO","Phylloscopus trochilus","Land Bird",,"Passereau","Autre oiseau","Pouillot fitis",,,,"Pouillot fitis","Willow Warbler","Mosquitero musical","Chordata","Aves","Passeriformes","Sylviidae","Oiseau terrestre","Other bird","Passerine",6.3700000000000000e+02,"Phylloscopus trochilus"," Pouillot fitis","Willow Warbler",4.2890000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Sylviidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"PIROG","Pirogue","Human activity",,"Peche","Ship","Pirogue de peche",,,,"Pirogue de peche","Pirogue",,"X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,"R","R",,,"x",,,,"PIROG",,"Ship","Ship",,
"PIRSPO","Sport pirogue","Human activity",,"Plaisance","Ship","Pirogue sportive",,,,"Pirogue sportive","Sport pirogue",,"X",,,,"Activite humaine","Ship","Recreational boating",,,,,,,,,,,,,,"R",,,,,,,"0",,"Ship","Ship",,
"PLALEU","Platalea leucorodia","Land Bird",,"Echassier","Ardeidae","Spatule blanche",,,,"Spatule blanche","Eurasian Spoonbill","Espatula comun","Chordata","Aves","Ciconiiformes","Threskiornithidae","Oiseau terrestre","Ardeidae","Echassier",6.4500000000000000e+02,"Platalea leucorodia"," Spatule blanche","Eurasian Spoonbill",2.5300000000000000e+03,,"Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae",,,,,"bat","x",,,,"0",,"Echassier","Echassier",,
"PLANCT","Plankton","Other Marine Wildlife",,"Plancton","Other fauna","Plancton",,,,"Plancton","Plankton",,"X",,,,"Autre faune marine","Plankton","Plankton",9.9200000000000000e+02,,,,,,,,,,,"Guy",,,"R",,"x",,,,"0",,"Other",,2.0000000000000000e+00,
"PLANE","Plane","Human activity",,"Avion","Other Activity","Avion",,,,"Avion","Plane","Avion","X",,,,"Activite humaine","Other Activity","Plane",,,,,,,,,,,,,,,,"Bat","x",,"AVION ",,"0",,"Ship","Other activity",,"AVION / bat"
"PLASTR","Plastic trash","Human activity",,"Dechet","Trash","Dechet plastique",,,,"Dechet plastique","Plastic trash","Basura plastico","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,"epa",,"Fut","Bat, belgica","x","DEBR","DECPLA ",,"0",,"Trash","Trash",,"DECPLA / bat"
"PLATFO","Platform","Human activity",,"Plateforme","Other Activity","Plateforme",,,,"Plateforme","Platform","Plataforma","X",,,,"Activite humaine","Other Activity","Platform",,,,,,,,,,,,,,,,"Bat","x",,"PLATAF",,"0",,"Ship","Other activity",,"PLATAF/ bat"
"PLEABO","Pleasure boat","Human activity",,"Plaisance","Ship","Bateau de plaisance",,,,"Bateau de plaisance ind.","Pleasure boat","Barco recreo","X",,,,"Activite humaine","Ship","Recreational boating",,,,,,,,,,,,,,,"R",,"x",,"BATPLA",,"0",,"Ship","Ship",,"BATPLA /bat"
"PLENIV","Plectrophenax nivalis","Land Bird",,"Passereau","Autre oiseau","Bruant des neiges",,,,"Bruant des neiges","Snow Bunting","Escribano Nival","Chordata","Aves","Passeriformes","Emberizidae","Oiseau terrestre","Other bird","Passerine",6.5100000000000000e+02,"Plectrophenax nivalis"," Bruant des neiges","Snow Bunting",4.6490000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Emberizidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"PLUAPR","Pluvialis apricaria","Land Bird",,"Limicole","Charadriidae","Pluvier dore",,,,"Pluvier dore","European gloden plover","Pluvilitos doratos","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Charadriidae","Shorebird",,"Pluvialis apricaria"," Pluvier dore","Golden Plover",3.1630000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"PLUSPP","Pluvialis spp","Land Bird",,"Limicole","Charadriidae","Pluvier ",,,,"Pluvier ind.","Plover unidentif.","Chorlito spp","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Charadriidae","Shorebird",6.5200000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"Limicole","Limicole",,
"PLUSQU","Pluvialis squatarola","Land Bird",,"Limicole","Charadriidae","Pluvier argente",,,,"Pluvier argente","Grey Plover","Chorlito gris","Chordata","Aves","Charadriiformes","Charadriidae","Oiseau terrestre","Charadriidae","Shorebird",6.5300000000000000e+02,"Pluvialis squatarola"," Pluvier argente","Grey Plover",3.1650000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
"PODCRI","Podiceps cristatus","Coastal Bird",,"Grebe","Podicipitidae","Grebe huppe",,,,"Grebe huppe","Great crested grebe","Somormujo lavanco","Chordata","Aves","Podicipediformes","Podicipididae","Oiseau cotier","Podicipitidae","Grebe",6.5800000000000000e+02,"Podiceps cristatus","Grebe huppe","Great Crested Grebe",9.6500000000000000e+02,"137182","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae",,,,,"Samm, bat",,,,,"0",,"Grebe","Grebe",,
